id,prefix,name,chi2,pval
24780,b'5-phrase_feature__noun_phrases__current_user_utterance__ayr',5,0.4114,0.9379
39050,b'5-phrase_feature__noun_phrases__next_user_utterance__sun_hat',5,0.4114,0.9379
24782,b'5-phrase_feature__noun_phrases__current_user_utterance__b12',5,0.4114,0.9379
39049,b'5-phrase_feature__noun_phrases__next_user_utterance__sun',5,0.4114,0.9379
24783,b'5-phrase_feature__noun_phrases__current_user_utterance__ba',5,0.4114,0.9379
43744,b'7-syntactic_feature__obj_word__next_system_utterance__visit',7,0.4114,0.9379
24785,b'5-phrase_feature__noun_phrases__current_user_utterance__baa',5,0.4114,0.9379
39048,b'5-phrase_feature__noun_phrases__next_user_utterance__summer_time',5,0.4114,0.9379
43743,b'7-syntactic_feature__obj_word__next_system_utterance__vinegar',7,0.4114,0.9379
24787,b'5-phrase_feature__noun_phrases__current_user_utterance__baby_aspirin',5,0.4114,0.9379
24789,b'5-phrase_feature__noun_phrases__current_user_utterance__baby_tomatoes',5,0.4114,0.9379
39053,b'5-phrase_feature__noun_phrases__next_user_utterance__sunday_may',5,0.4114,0.9379
24767,b'5-phrase_feature__noun_phrases__current_user_utterance__auto',5,0.4114,0.9379
24790,b'5-phrase_feature__noun_phrases__current_user_utterance__baby_turnips',5,0.4114,0.9379
39057,b'5-phrase_feature__noun_phrases__next_user_utterance__sweet_brown_rice',5,0.4114,0.9379
39063,b'5-phrase_feature__noun_phrases__next_user_utterance__swiss_cheese_slice',5,0.4114,0.9379
36932,b'5-phrase_feature__noun_phrases__next_user_utterance__cotton_rounds',5,0.4114,0.9379
43750,b'7-syntactic_feature__obj_word__next_system_utterance__watermelon',7,0.4114,0.9379
42891,b'7-syntactic_feature__obj_word__current_user_utterance__papertowel',7,0.4114,0.9379
24750,b'5-phrase_feature__noun_phrases__current_user_utterance__architectural_application',5,0.4114,0.9379
24751,b'5-phrase_feature__noun_phrases__current_user_utterance__arena',5,0.4114,0.9379
24753,b'5-phrase_feature__noun_phrases__current_user_utterance__articles',5,0.4114,0.9379
36935,b'5-phrase_feature__noun_phrases__next_user_utterance__counter',5,0.4114,0.9379
24754,b'5-phrase_feature__noun_phrases__current_user_utterance__arugula',5,0.4114,0.9379
42892,b'7-syntactic_feature__obj_word__current_user_utterance__paratha',7,0.4114,0.9379
24755,b'5-phrase_feature__noun_phrases__current_user_utterance__arun',5,0.4114,0.9379
39059,b'5-phrase_feature__noun_phrases__next_user_utterance__sweet_potatoes',5,0.4114,0.9379
24756,b'5-phrase_feature__noun_phrases__current_user_utterance__asafoetida',5,0.4114,0.9379
24758,b'5-phrase_feature__noun_phrases__current_user_utterance__ashok',5,0.4114,0.9379
24759,b'5-phrase_feature__noun_phrases__current_user_utterance__ashok_feedback',5,0.4114,0.9379
24760,b'5-phrase_feature__noun_phrases__current_user_utterance__asparagus',5,0.4114,0.9379
24761,b'5-phrase_feature__noun_phrases__current_user_utterance__aspirin',5,0.4114,0.9379
24763,b'5-phrase_feature__noun_phrases__current_user_utterance__attendees',5,0.4114,0.9379
43747,b'7-syntactic_feature__obj_word__next_system_utterance__warren',7,0.4114,0.9379
36939,b'5-phrase_feature__noun_phrases__next_user_utterance__courtney',5,0.4114,0.9379
24765,b'5-phrase_feature__noun_phrases__current_user_utterance__auryn',5,0.4114,0.9379
24766,b'5-phrase_feature__noun_phrases__current_user_utterance__austin',5,0.4114,0.9379
36940,b'5-phrase_feature__noun_phrases__next_user_utterance__couscous',5,0.4114,0.9379
36956,b'5-phrase_feature__noun_phrases__next_user_utterance__creamer_sugar',5,0.4114,0.9379
36957,b'5-phrase_feature__noun_phrases__next_user_utterance__creamer_sugar_salad',5,0.4114,0.9379
36972,b'5-phrase_feature__noun_phrases__next_user_utterance__cucumber_cauliflower',5,0.4114,0.9379
24818,b'5-phrase_feature__noun_phrases__current_user_utterance__bank_account',5,0.4114,0.9379
24820,b'5-phrase_feature__noun_phrases__current_user_utterance__banking',5,0.4114,0.9379
24821,b'5-phrase_feature__noun_phrases__current_user_utterance__banzai',5,0.4114,0.9379
24822,b'5-phrase_feature__noun_phrases__current_user_utterance__baq',5,0.4114,0.9379
24824,b'5-phrase_feature__noun_phrases__current_user_utterance__bar_baz',5,0.4114,0.9379
24829,b'5-phrase_feature__noun_phrases__current_user_utterance__bar_soap',5,0.4114,0.9379
24832,b'5-phrase_feature__noun_phrases__current_user_utterance__bars_almond',5,0.4114,0.9379
42909,b'7-syntactic_feature__obj_word__current_user_utterance__perurail',7,0.4114,0.9379
42910,b'7-syntactic_feature__obj_word__current_user_utterance__pharmaci',7,0.4114,0.9379
24833,b'5-phrase_feature__noun_phrases__current_user_utterance__bars_almond_milk',5,0.4114,0.9379
24834,b'5-phrase_feature__noun_phrases__current_user_utterance__basalmic_vinegerette',5,0.4114,0.9379
36965,b'5-phrase_feature__noun_phrases__next_user_utterance__crowley',5,0.4114,0.9379
24838,b'5-phrase_feature__noun_phrases__current_user_utterance__basil',5,0.4114,0.9379
39042,b'5-phrase_feature__noun_phrases__next_user_utterance__sugar_salad_ice',5,0.4114,0.9379
36967,b'5-phrase_feature__noun_phrases__next_user_utterance__crumbs',5,0.4114,0.9379
39041,b'5-phrase_feature__noun_phrases__next_user_utterance__sugar_salad',5,0.4114,0.9379
24840,b'5-phrase_feature__noun_phrases__current_user_utterance__basket_filters',5,0.4114,0.9379
43730,b'7-syntactic_feature__obj_word__next_system_utterance__tv',7,0.4114,0.9379
24843,b'5-phrase_feature__noun_phrases__current_user_utterance__bathing',5,0.4114,0.9379
24844,b'5-phrase_feature__noun_phrases__current_user_utterance__bathing_suit',5,0.4114,0.9379
43727,b'7-syntactic_feature__obj_word__next_system_utterance__trumpet',7,0.4114,0.9379
43726,b'7-syntactic_feature__obj_word__next_system_utterance__treslech',7,0.4114,0.9379
39040,b'5-phrase_feature__noun_phrases__next_user_utterance__sugar_granola',5,0.4114,0.9379
39036,b'5-phrase_feature__noun_phrases__next_user_utterance__sudo_reboot',5,0.4114,0.9379
24819,b'5-phrase_feature__noun_phrases__current_user_utterance__bank_account_tomorrow',5,0.4114,0.9379
43735,b'7-syntactic_feature__obj_word__next_system_utterance__udf4',7,0.4114,0.9379
39045,b'5-phrase_feature__noun_phrases__next_user_utterance__sulphur_soap',5,0.4114,0.9379
36963,b'5-phrase_feature__noun_phrases__next_user_utterance__croissants',5,0.4114,0.9379
24791,b'5-phrase_feature__noun_phrases__current_user_utterance__baby_turnips_bunch',5,0.4114,0.9379
24794,b'5-phrase_feature__noun_phrases__current_user_utterance__backpack',5,0.4114,0.9379
24796,b'5-phrase_feature__noun_phrases__current_user_utterance__bacon_bits',5,0.4114,0.9379
43740,b'7-syntactic_feature__obj_word__next_system_utterance__valeri',7,0.4114,0.9379
24800,b'5-phrase_feature__noun_phrases__current_user_utterance__bailey_food',5,0.4114,0.9379
42901,b'7-syntactic_feature__obj_word__current_user_utterance__peanut',7,0.4114,0.9379
24801,b'5-phrase_feature__noun_phrases__current_user_utterance__baked_beans',5,0.4114,0.9379
24803,b'5-phrase_feature__noun_phrases__current_user_utterance__baking_cups',5,0.4114,0.9379
24805,b'5-phrase_feature__noun_phrases__current_user_utterance__baking_soda',5,0.4114,0.9379
38442,b'5-phrase_feature__noun_phrases__next_user_utterance__oregano',5,0.4114,0.9379
39044,b'5-phrase_feature__noun_phrases__next_user_utterance__sulphur',5,0.4114,0.9379
39043,b'5-phrase_feature__noun_phrases__next_user_utterance__suit',5,0.4114,0.9379
43738,b'7-syntactic_feature__obj_word__next_system_utterance__user',7,0.4114,0.9379
24810,b'5-phrase_feature__noun_phrases__current_user_utterance__balsamic_vinegar',5,0.4114,0.9379
42905,b'7-syntactic_feature__obj_word__current_user_utterance__perci',7,0.4114,0.9379
42906,b'7-syntactic_feature__obj_word__current_user_utterance__permesan',7,0.4114,0.9379
24812,b'5-phrase_feature__noun_phrases__current_user_utterance__banana_peppers',5,0.4114,0.9379
43737,b'7-syntactic_feature__obj_word__next_system_utterance__uic',7,0.4114,0.9379
42907,b'7-syntactic_feature__obj_word__current_user_utterance__peroxid',7,0.4114,0.9379
36961,b'5-phrase_feature__noun_phrases__next_user_utterance__crescent',5,0.4114,0.9379
24814,b'5-phrase_feature__noun_phrases__current_user_utterance__bandaids',5,0.4114,0.9379
43736,b'7-syntactic_feature__obj_word__next_system_utterance__udf4c',7,0.4114,0.9379
36962,b'5-phrase_feature__noun_phrases__next_user_utterance__crescent_rolls',5,0.4114,0.9379
24943,b'5-phrase_feature__noun_phrases__current_user_utterance__bleach',5,0.4114,0.9379
24944,b'5-phrase_feature__noun_phrases__current_user_utterance__blinds',5,0.4114,0.9379
43693,b'7-syntactic_feature__obj_word__next_system_utterance__strip',7,0.4114,0.9379
25069,b'5-phrase_feature__noun_phrases__current_user_utterance__butters',5,0.4114,0.9379
37031,b'5-phrase_feature__noun_phrases__next_user_utterance__dennis_deodorant',5,0.4114,0.9379
25070,b'5-phrase_feature__noun_phrases__current_user_utterance__bx',5,0.4114,0.9379
39016,b'5-phrase_feature__noun_phrases__next_user_utterance__still_a_mom',5,0.4114,0.9379
43659,b'7-syntactic_feature__obj_word__next_system_utterance__seed',7,0.4114,0.9379
27195,b'5-phrase_feature__noun_phrases__current_user_utterance__mom_a',5,0.4114,0.9379
37034,b'5-phrase_feature__noun_phrases__next_user_utterance__dentist_appointment',5,0.4114,0.9379
25075,b'5-phrase_feature__noun_phrases__current_user_utterance__cacoa',5,0.4114,0.9379
42944,b'7-syntactic_feature__obj_word__current_user_utterance__reef',7,0.4114,0.9379
27193,b'5-phrase_feature__noun_phrases__current_user_utterance__moisturizer',5,0.4114,0.9379
25076,b'5-phrase_feature__noun_phrases__current_user_utterance__cacoa_nibs',5,0.4114,0.9379
25078,b'5-phrase_feature__noun_phrases__current_user_utterance__cages',5,0.4114,0.9379
25080,b'5-phrase_feature__noun_phrases__current_user_utterance__cakes',5,0.4114,0.9379
38425,b'5-phrase_feature__noun_phrases__next_user_utterance__old_folks_sausage',5,0.4114,0.9379
37035,b'5-phrase_feature__noun_phrases__next_user_utterance__dentist_appointment_today',5,0.4114,0.9379
25081,b'5-phrase_feature__noun_phrases__current_user_utterance__cal_dinners',5,0.4114,0.9379
25082,b'5-phrase_feature__noun_phrases__current_user_utterance__calculator',5,0.4114,0.9379
25083,b'5-phrase_feature__noun_phrases__current_user_utterance__calculator_today',5,0.4114,0.9379
25086,b'5-phrase_feature__noun_phrases__current_user_utterance__calgon',5,0.4114,0.9379
43655,b'7-syntactic_feature__obj_word__next_system_utterance__school',7,0.4114,0.9379
27192,b'5-phrase_feature__noun_phrases__current_user_utterance__mohri',5,0.4114,0.9379
25090,b'5-phrase_feature__noun_phrases__current_user_utterance__call_gaurav',5,0.4114,0.9379
25091,b'5-phrase_feature__noun_phrases__current_user_utterance__call_kelsey',5,0.4114,0.9379
43653,b'7-syntactic_feature__obj_word__next_system_utterance__sauerkraut',7,0.4114,0.9379
37030,b'5-phrase_feature__noun_phrases__next_user_utterance__dennis',5,0.4114,0.9379
27196,b'5-phrase_feature__noun_phrases__current_user_utterance__mom_a_dad',5,0.4114,0.9379
25095,b'5-phrase_feature__noun_phrases__current_user_utterance__call_scs',5,0.4114,0.9379
27197,b'5-phrase_feature__noun_phrases__current_user_utterance__mom_but',5,0.4114,0.9379
43666,b'7-syntactic_feature__obj_word__next_system_utterance__shit',7,0.4114,0.9379
43665,b'7-syntactic_feature__obj_word__next_system_utterance__shelv',7,0.4114,0.9379
43663,b'7-syntactic_feature__obj_word__next_system_utterance__shallot',7,0.4114,0.9379
25055,b'5-phrase_feature__noun_phrases__current_user_utterance__bullion',5,0.4114,0.9379
25056,b'5-phrase_feature__noun_phrases__current_user_utterance__bunch',5,0.4114,0.9379
25059,b'5-phrase_feature__noun_phrases__current_user_utterance__burger_patties',5,0.4114,0.9379
25060,b'5-phrase_feature__noun_phrases__current_user_utterance__burritos',5,0.4114,0.9379
25061,b'5-phrase_feature__noun_phrases__current_user_utterance__but',5,0.4114,0.9379
43661,b'7-syntactic_feature__obj_word__next_system_utterance__sev',7,0.4114,0.9379
27210,b'5-phrase_feature__noun_phrases__current_user_utterance__monica',5,0.4114,0.9379
25063,b'5-phrase_feature__noun_phrases__current_user_utterance__buttee',5,0.4114,0.9379
42936,b'7-syntactic_feature__obj_word__current_user_utterance__quarter',7,0.4114,0.9379
43660,b'7-syntactic_feature__obj_word__next_system_utterance__servando',7,0.4114,0.9379
25065,b'5-phrase_feature__noun_phrases__current_user_utterance__butter_cookies',5,0.4114,0.9379
25066,b'5-phrase_feature__noun_phrases__current_user_utterance__butter_spray',5,0.4114,0.9379
25067,b'5-phrase_feature__noun_phrases__current_user_utterance__butter_tub',5,0.4114,0.9379
25068,b'5-phrase_feature__noun_phrases__current_user_utterance__buttermilk',5,0.4114,0.9379
27206,b'5-phrase_feature__noun_phrases__current_user_utterance__monday_june_5th',5,0.4114,0.9379
42938,b'7-syntactic_feature__obj_word__current_user_utterance__radish',7,0.4114,0.9379
42939,b'7-syntactic_feature__obj_word__current_user_utterance__rayli',7,0.4114,0.9379
42941,b'7-syntactic_feature__obj_word__current_user_utterance__re',7,0.4114,0.9379
42942,b'7-syntactic_feature__obj_word__current_user_utterance__receipt',7,0.4114,0.9379
27198,b'5-phrase_feature__noun_phrases__current_user_utterance__moms',5,0.4114,0.9379
43650,b'7-syntactic_feature__obj_word__next_system_utterance__sara',7,0.4114,0.9379
27191,b'5-phrase_feature__noun_phrases__current_user_utterance__model_un_form',5,0.4114,0.9379
25047,b'5-phrase_feature__noun_phrases__current_user_utterance__bubbles_bathroom',5,0.4114,0.9379
27175,b'5-phrase_feature__noun_phrases__current_user_utterance__mini_basket',5,0.4114,0.9379
43639,b'7-syntactic_feature__obj_word__next_system_utterance__rope',7,0.4114,0.9379
43638,b'7-syntactic_feature__obj_word__next_system_utterance__roll',7,0.4114,0.9379
43637,b'7-syntactic_feature__obj_word__next_system_utterance__robin',7,0.4114,0.9379
39014,b'5-phrase_feature__noun_phrases__next_user_utterance__still',5,0.4114,0.9379
25121,b'5-phrase_feature__noun_phrases__current_user_utterance__car_appointment',5,0.4114,0.9379
37039,b'5-phrase_feature__noun_phrases__next_user_utterance__dependent_care',5,0.4114,0.9379
37040,b'5-phrase_feature__noun_phrases__next_user_utterance__dependent_care_tomorrow',5,0.4114,0.9379
25122,b'5-phrase_feature__noun_phrases__current_user_utterance__car_appointment_today',5,0.4114,0.9379
38896,b'5-phrase_feature__noun_phrases__next_user_utterance__show_remainders',5,0.4114,0.9379
43634,b'7-syntactic_feature__obj_word__next_system_utterance__riesl',7,0.4114,0.9379
25129,b'5-phrase_feature__noun_phrases__current_user_utterance__car_tinting',5,0.4114,0.9379
25131,b'5-phrase_feature__noun_phrases__current_user_utterance__car_wash_windows',5,0.4114,0.9379
27174,b'5-phrase_feature__noun_phrases__current_user_utterance__mini',5,0.4114,0.9379
37041,b'5-phrase_feature__noun_phrases__next_user_utterance__deposit',5,0.4114,0.9379
37042,b'5-phrase_feature__noun_phrases__next_user_utterance__deposit_check',5,0.4114,0.9379
25132,b'5-phrase_feature__noun_phrases__current_user_utterance__cara',5,0.4114,0.9379
25133,b'5-phrase_feature__noun_phrases__current_user_utterance__cara_oranges',5,0.4114,0.9379
43626,b'7-syntactic_feature__obj_word__next_system_utterance__region',7,0.4114,0.9379
43625,b'7-syntactic_feature__obj_word__next_system_utterance__refil',7,0.4114,0.9379
43624,b'7-syntactic_feature__obj_word__next_system_utterance__reef',7,0.4114,0.9379
25137,b'5-phrase_feature__noun_phrases__current_user_utterance__care_tomorrow',5,0.4114,0.9379
43623,b'7-syntactic_feature__obj_word__next_system_utterance__rayli',7,0.4114,0.9379
43622,b'7-syntactic_feature__obj_word__next_system_utterance__ray',7,0.4114,0.9379
43642,b'7-syntactic_feature__obj_word__next_system_utterance__sabudana',7,0.4114,0.9379
27176,b'5-phrase_feature__noun_phrases__current_user_utterance__mini_basket_filters',5,0.4114,0.9379
27190,b'5-phrase_feature__noun_phrases__current_user_utterance__model_un',5,0.4114,0.9379
37037,b'5-phrase_feature__noun_phrases__next_user_utterance__deodhar',5,0.4114,0.9379
25096,b'5-phrase_feature__noun_phrases__current_user_utterance__call_security',5,0.4114,0.9379
25098,b'5-phrase_feature__noun_phrases__current_user_utterance__callies',5,0.4114,0.9379
25099,b'5-phrase_feature__noun_phrases__current_user_utterance__callies_blanket',5,0.4114,0.9379
43648,b'7-syntactic_feature__obj_word__next_system_utterance__sandwich',7,0.4114,0.9379
27189,b'5-phrase_feature__noun_phrases__current_user_utterance__model',5,0.4114,0.9379
27188,b'5-phrase_feature__noun_phrases__current_user_utterance__moa_tickets',5,0.4114,0.9379
27187,b'5-phrase_feature__noun_phrases__current_user_utterance__moa',5,0.4114,0.9379
25104,b'5-phrase_feature__noun_phrases__current_user_utterance__cams',5,0.4114,0.9379
27186,b'5-phrase_feature__noun_phrases__current_user_utterance__mix_veg',5,0.4114,0.9379
27184,b'5-phrase_feature__noun_phrases__current_user_utterance__missy',5,0.4114,0.9379
27183,b'5-phrase_feature__noun_phrases__current_user_utterance__mirchi',5,0.4114,0.9379
27182,b'5-phrase_feature__noun_phrases__current_user_utterance__miracle_grow',5,0.4114,0.9379
43646,b'7-syntactic_feature__obj_word__next_system_utterance__salsa',7,0.4114,0.9379
25107,b'5-phrase_feature__noun_phrases__current_user_utterance__candy',5,0.4114,0.9379
43643,b'7-syntactic_feature__obj_word__next_system_utterance__safeway',7,0.4114,0.9379
27181,b'5-phrase_feature__noun_phrases__current_user_utterance__miracle',5,0.4114,0.9379
25110,b'5-phrase_feature__noun_phrases__current_user_utterance__canned_artichokes',5,0.4114,0.9379
25111,b'5-phrase_feature__noun_phrases__current_user_utterance__canned_green_beans',5,0.4114,0.9379
42945,b'7-syntactic_feature__obj_word__current_user_utterance__refil',7,0.4114,0.9379
27178,b'5-phrase_feature__noun_phrases__current_user_utterance__mint',5,0.4114,0.9379
25113,b'5-phrase_feature__noun_phrases__current_user_utterance__cantaloupe',5,0.4114,0.9379
25115,b'5-phrase_feature__noun_phrases__current_user_utterance__caprisunn',5,0.4114,0.9379
39015,b'5-phrase_feature__noun_phrases__next_user_utterance__still_a',5,0.4114,0.9379
25049,b'5-phrase_feature__noun_phrases__current_user_utterance__buck',5,0.4114,0.9379
37029,b'5-phrase_feature__noun_phrases__next_user_utterance__deli_turkey',5,0.4114,0.9379
43691,b'7-syntactic_feature__obj_word__next_system_utterance__stop',7,0.4114,0.9379
37007,b'5-phrase_feature__noun_phrases__next_user_utterance__dawn',5,0.4114,0.9379
24985,b'5-phrase_feature__noun_phrases__current_user_utterance__bottled_water',5,0.4114,0.9379
43684,b'7-syntactic_feature__obj_word__next_system_utterance__spice',7,0.4114,0.9379
24987,b'5-phrase_feature__noun_phrases__current_user_utterance__bowtie',5,0.4114,0.9379
24989,b'5-phrase_feature__noun_phrases__current_user_utterance__box_liners',5,0.4114,0.9379
24990,b'5-phrase_feature__noun_phrases__current_user_utterance__box_tissues',5,0.4114,0.9379
24991,b'5-phrase_feature__noun_phrases__current_user_utterance__boxers',5,0.4114,0.9379
27230,b'5-phrase_feature__noun_phrases__current_user_utterance__mozzarella_cheese',5,0.4114,0.9379
43683,b'7-syntactic_feature__obj_word__next_system_utterance__soy',7,0.4114,0.9379
37009,b'5-phrase_feature__noun_phrases__next_user_utterance__dayquil',5,0.4114,0.9379
39027,b'5-phrase_feature__noun_phrases__next_user_utterance__string_cheese',5,0.4114,0.9379
24996,b'5-phrase_feature__noun_phrases__current_user_utterance__brain_hq_tomorrow',5,0.4114,0.9379
24997,b'5-phrase_feature__noun_phrases__current_user_utterance__brandi',5,0.4114,0.9379
27228,b'5-phrase_feature__noun_phrases__current_user_utterance__mozz',5,0.4114,0.9379
42928,b'7-syntactic_feature__obj_word__current_user_utterance__practicv',7,0.4114,0.9379
24998,b'5-phrase_feature__noun_phrases__current_user_utterance__brandy',5,0.4114,0.9379
27226,b'5-phrase_feature__noun_phrases__current_user_utterance__mouthwash',5,0.4114,0.9379
24999,b'5-phrase_feature__noun_phrases__current_user_utterance__brat',5,0.4114,0.9379
25000,b'5-phrase_feature__noun_phrases__current_user_utterance__brat_patties',5,0.4114,0.9379
43682,b'7-syntactic_feature__obj_word__next_system_utterance__soup',7,0.4114,0.9379
43681,b'7-syntactic_feature__obj_word__next_system_utterance__sophia',7,0.4114,0.9379
43679,b'7-syntactic_feature__obj_word__next_system_utterance__someth',7,0.4114,0.9379
25005,b'5-phrase_feature__noun_phrases__current_user_utterance__bread_crumbs',5,0.4114,0.9379
25006,b'5-phrase_feature__noun_phrases__current_user_utterance__bread_flour',5,0.4114,0.9379
24984,b'5-phrase_feature__noun_phrases__current_user_utterance__bottle_cages',5,0.4114,0.9379
24982,b'5-phrase_feature__noun_phrases__current_user_utterance__boreshead',5,0.4114,0.9379
25009,b'5-phrase_feature__noun_phrases__current_user_utterance__bread_packs',5,0.4114,0.9379
24980,b'5-phrase_feature__noun_phrases__current_user_utterance__book_visa_dates',5,0.4114,0.9379
24951,b'5-phrase_feature__noun_phrases__current_user_utterance__blue_cheese',5,0.4114,0.9379
24952,b'5-phrase_feature__noun_phrases__current_user_utterance__blue_slippers',5,0.4114,0.9379
24955,b'5-phrase_feature__noun_phrases__current_user_utterance__bmw_battery',5,0.4114,0.9379
43689,b'7-syntactic_feature__obj_word__next_system_utterance__stick',7,0.4114,0.9379
24960,b'5-phrase_feature__noun_phrases__current_user_utterance__bob_track',5,0.4114,0.9379
27234,b'5-phrase_feature__noun_phrases__current_user_utterance__mr_bubbles',5,0.4114,0.9379
24961,b'5-phrase_feature__noun_phrases__current_user_utterance__bob_track_practice',5,0.4114,0.9379
37004,b'5-phrase_feature__noun_phrases__next_user_utterance__dates',5,0.4114,0.9379
24962,b'5-phrase_feature__noun_phrases__current_user_utterance__bobby',5,0.4114,0.9379
24963,b'5-phrase_feature__noun_phrases__current_user_utterance__bobby_pins',5,0.4114,0.9379
43688,b'7-syntactic_feature__obj_word__next_system_utterance__stand',7,0.4114,0.9379
43686,b'7-syntactic_feature__obj_word__next_system_utterance__spoon',7,0.4114,0.9379
24970,b'5-phrase_feature__noun_phrases__current_user_utterance__bofa_check',5,0.4114,0.9379
24971,b'5-phrase_feature__noun_phrases__current_user_utterance__bolts',5,0.4114,0.9379
24972,b'5-phrase_feature__noun_phrases__current_user_utterance__boneless_skinless',5,0.4114,0.9379
24973,b'5-phrase_feature__noun_phrases__current_user_utterance__boneless_skinless_chicken',5,0.4114,0.9379
39028,b'5-phrase_feature__noun_phrases__next_user_utterance__stroller',5,0.4114,0.9379
24974,b'5-phrase_feature__noun_phrases__current_user_utterance__boneless_turkey',5,0.4114,0.9379
24975,b'5-phrase_feature__noun_phrases__current_user_utterance__boneless_turkey_breast',5,0.4114,0.9379
42927,b'7-syntactic_feature__obj_word__current_user_utterance__practic',7,0.4114,0.9379
24976,b'5-phrase_feature__noun_phrases__current_user_utterance__bonies',5,0.4114,0.9379
24978,b'5-phrase_feature__noun_phrases__current_user_utterance__book_tomorrow',5,0.4114,0.9379
24979,b'5-phrase_feature__noun_phrases__current_user_utterance__book_visa',5,0.4114,0.9379
43677,b'7-syntactic_feature__obj_word__next_system_utterance__soda',7,0.4114,0.9379
27225,b'5-phrase_feature__noun_phrases__current_user_utterance__mouth_tomorrow',5,0.4114,0.9379
43667,b'7-syntactic_feature__obj_word__next_system_utterance__shoga',7,0.4114,0.9379
27214,b'5-phrase_feature__noun_phrases__current_user_utterance__mont',5,0.4114,0.9379
25030,b'5-phrase_feature__noun_phrases__current_user_utterance__brown_dress_belt',5,0.4114,0.9379
37021,b'5-phrase_feature__noun_phrases__next_user_utterance__deep_paratha',5,0.4114,0.9379
37022,b'5-phrase_feature__noun_phrases__next_user_utterance__deez',5,0.4114,0.9379
25031,b'5-phrase_feature__noun_phrases__current_user_utterance__brown_mustard',5,0.4114,0.9379
25033,b'5-phrase_feature__noun_phrases__current_user_utterance__brownies',5,0.4114,0.9379
37023,b'5-phrase_feature__noun_phrases__next_user_utterance__deez_nuts',5,0.4114,0.9379
39019,b'5-phrase_feature__noun_phrases__next_user_utterance__stone',5,0.4114,0.9379
39018,b'5-phrase_feature__noun_phrases__next_user_utterance__stock',5,0.4114,0.9379
25034,b'5-phrase_feature__noun_phrases__current_user_utterance__browns',5,0.4114,0.9379
25035,b'5-phrase_feature__noun_phrases__current_user_utterance__bruce',5,0.4114,0.9379
25036,b'5-phrase_feature__noun_phrases__current_user_utterance__bruce_rennick',5,0.4114,0.9379
43671,b'7-syntactic_feature__obj_word__next_system_utterance__simon',7,0.4114,0.9379
25038,b'5-phrase_feature__noun_phrases__current_user_utterance__brush_teeth',5,0.4114,0.9379
25040,b'5-phrase_feature__noun_phrases__current_user_utterance__bryan',5,0.4114,0.9379
37027,b'5-phrase_feature__noun_phrases__next_user_utterance__deletw',5,0.4114,0.9379
27213,b'5-phrase_feature__noun_phrases__current_user_utterance__monster',5,0.4114,0.9379
25041,b'5-phrase_feature__noun_phrases__current_user_utterance__bryan_u',5,0.4114,0.9379
27212,b'5-phrase_feature__noun_phrases__current_user_utterance__monkees',5,0.4114,0.9379
27211,b'5-phrase_feature__noun_phrases__current_user_utterance__monique',5,0.4114,0.9379
37028,b'5-phrase_feature__noun_phrases__next_user_utterance__deli',5,0.4114,0.9379
25042,b'5-phrase_feature__noun_phrases__current_user_utterance__bryan_u_tomorrow',5,0.4114,0.9379
43669,b'7-syntactic_feature__obj_word__next_system_utterance__show',7,0.4114,0.9379
43668,b'7-syntactic_feature__obj_word__next_system_utterance__short',7,0.4114,0.9379
25029,b'5-phrase_feature__noun_phrases__current_user_utterance__brown_dress',5,0.4114,0.9379
27215,b'5-phrase_feature__noun_phrases__current_user_utterance__mont_jack',5,0.4114,0.9379
27223,b'5-phrase_feature__noun_phrases__current_user_utterance__mountain',5,0.4114,0.9379
42935,b'7-syntactic_feature__obj_word__current_user_utterance__q-tip',7,0.4114,0.9379
27222,b'5-phrase_feature__noun_phrases__current_user_utterance__mosques',5,0.4114,0.9379
39026,b'5-phrase_feature__noun_phrases__next_user_utterance__string',5,0.4114,0.9379
25010,b'5-phrase_feature__noun_phrases__current_user_utterance__bread_x2',5,0.4114,0.9379
39025,b'5-phrase_feature__noun_phrases__next_user_utterance__strawberry_blackberry',5,0.4114,0.9379
43676,b'7-syntactic_feature__obj_word__next_system_utterance__sock',7,0.4114,0.9379
42932,b'7-syntactic_feature__obj_word__current_user_utterance__propan',7,0.4114,0.9379
25013,b'5-phrase_feature__noun_phrases__current_user_utterance__breakfast_sandwiches',5,0.4114,0.9379
27219,b'5-phrase_feature__noun_phrases__current_user_utterance__moody',5,0.4114,0.9379
25014,b'5-phrase_feature__noun_phrases__current_user_utterance__breakfast_sausage',5,0.4114,0.9379
39022,b'5-phrase_feature__noun_phrases__next_user_utterance__stovetop',5,0.4114,0.9379
25016,b'5-phrase_feature__noun_phrases__current_user_utterance__breast_half',5,0.4114,0.9379
25017,b'5-phrase_feature__noun_phrases__current_user_utterance__breath',5,0.4114,0.9379
25018,b'5-phrase_feature__noun_phrases__current_user_utterance__breeze',5,0.4114,0.9379
25019,b'5-phrase_feature__noun_phrases__current_user_utterance__breeze_tea',5,0.4114,0.9379
25020,b'5-phrase_feature__noun_phrases__current_user_utterance__breeze_tea_bags',5,0.4114,0.9379
25021,b'5-phrase_feature__noun_phrases__current_user_utterance__briac',5,0.4114,0.9379
37017,b'5-phrase_feature__noun_phrases__next_user_utterance__debg653',5,0.4114,0.9379
37018,b'5-phrase_feature__noun_phrases__next_user_utterance__decaf',5,0.4114,0.9379
